HFP.10104.player;You will lead our people to greatness.;;;;;;;;;;;;;x
orsimer_unproven_ruler;Unproven [Root.GetTitle];;;;;;;;;;;;;x
orsimer_unproven_ruler_desc;This ruler has yet to prove themselves as being worthy of leading Malacath's people.;;;;;;;;;;;;;x
orsimer_cowardly_ruler;Shamed Malacath;;;;;;;;;;;;;x
orsimer_cowardly_ruler_desc;This ruler has violated the Code of Malacath with their cowardice.;;;;;;;;;;;;;x
orsimer_leadership_duel_decision;Challenge Leadership;;;;;;;;;;;;;x
orsimer_leadership_duel_decision_desc;[Root.GetBestName] has had [Root.GetHerHis] time leading the people of [Root.PrimaryTitle.GetName]. It is time for a true champion of Malacath to take command.;;;;;;;;;;;;;x
impstab.dec.1;Imperial Stability will decrease by §Y1§!;;;;;;;;;;;;;x
impstab.dec.2;Imperial Stability will decrease by §Y2§!;;;;;;;;;;;;;x
impstab.dec.3;Imperial Stability will decrease by §Y3§!;;;;;;;;;;;;;x
impstab.dec.4;Imperial Stability will decrease by §Y4§!;;;;;;;;;;;;;x
impstab.dec.5;Imperial Stability will decrease by §Y5§!;;;;;;;;;;;;;x
impstab.dec.6;Imperial Stability will decrease by §Y6§!;;;;;;;;;;;;;x
impstab.dec.7;Imperial Stability will decrease by §Y7§!;;;;;;;;;;;;;x
impstab.dec.8;Imperial Stability will decrease by §Y8§!;;;;;;;;;;;;;x
impstab.dec.9;Imperial Stability will decrease by §Y9§!;;;;;;;;;;;;;x
impstab.dec.10;Imperial Stability will decrease by §Y10§!;;;;;;;;;;;;;x
impstab.inc.1;Imperial Stability will increase by §Y1§!;;;;;;;;;;;;;x
impstab.inc.2;Imperial Stability will increase by §Y2§!;;;;;;;;;;;;;x
impstab.inc.3;Imperial Stability will increase by §Y3§!;;;;;;;;;;;;;x
impstab.inc.4;Imperial Stability will increase by §Y4§!;;;;;;;;;;;;;x
impstab.inc.5;Imperial Stability will increase by §Y5§!;;;;;;;;;;;;;x
impstab.inc.6;Imperial Stability will increase by §Y6§!;;;;;;;;;;;;;x
impstab.inc.7;Imperial Stability will increase by §Y7§!;;;;;;;;;;;;;x
impstab.inc.8;Imperial Stability will increase by §Y8§!;;;;;;;;;;;;;x
impstab.inc.9;Imperial Stability will increase by §Y9§!;;;;;;;;;;;;;x
impstab.inc.10;Imperial Stability will increase by §Y10§!;;;;;;;;;;;;;x
imp_stab_neg_50;Imperial Stability: §Y-50§!;;;;;;;;;;;;;x
imp_stab_neg_49;Imperial Stability: §Y-49§!;;;;;;;;;;;;;x
imp_stab_neg_48;Imperial Stability: §Y-48§!;;;;;;;;;;;;;x
imp_stab_neg_47;Imperial Stability: §Y-47§!;;;;;;;;;;;;;x
imp_stab_neg_46;Imperial Stability: §Y-46§!;;;;;;;;;;;;;x
imp_stab_neg_45;Imperial Stability: §Y-45§!;;;;;;;;;;;;;x
imp_stab_neg_44;Imperial Stability: §Y-44§!;;;;;;;;;;;;;x
imp_stab_neg_43;Imperial Stability: §Y-43§!;;;;;;;;;;;;;x
imp_stab_neg_42;Imperial Stability: §Y-42§!;;;;;;;;;;;;;x
imp_stab_neg_41;Imperial Stability: §Y-41§!;;;;;;;;;;;;;x
imp_stab_neg_40;Imperial Stability: §Y-40§!;;;;;;;;;;;;;x
imp_stab_neg_39;Imperial Stability: §Y-39§!;;;;;;;;;;;;;x
imp_stab_neg_38;Imperial Stability: §Y-38§!;;;;;;;;;;;;;x
imp_stab_neg_37;Imperial Stability: §Y-37§!;;;;;;;;;;;;;x
imp_stab_neg_36;Imperial Stability: §Y-36§!;;;;;;;;;;;;;x
imp_stab_neg_35;Imperial Stability: §Y-35§!;;;;;;;;;;;;;x
imp_stab_neg_34;Imperial Stability: §Y-34§!;;;;;;;;;;;;;x
imp_stab_neg_33;Imperial Stability: §Y-33§!;;;;;;;;;;;;;x
imp_stab_neg_32;Imperial Stability: §Y-32§!;;;;;;;;;;;;;x
imp_stab_neg_31;Imperial Stability: §Y-31§!;;;;;;;;;;;;;x
imp_stab_neg_30;Imperial Stability: §Y-30§!;;;;;;;;;;;;;x
imp_stab_neg_29;Imperial Stability: §Y-29§!;;;;;;;;;;;;;x
imp_stab_neg_28;Imperial Stability: §Y-28§!;;;;;;;;;;;;;x
imp_stab_neg_27;Imperial Stability: §Y-27§!;;;;;;;;;;;;;x
imp_stab_neg_26;Imperial Stability: §Y-26§!;;;;;;;;;;;;;x
imp_stab_neg_25;Imperial Stability: §Y-25§!;;;;;;;;;;;;;x
imp_stab_neg_24;Imperial Stability: §Y-24§!;;;;;;;;;;;;;x
imp_stab_neg_23;Imperial Stability: §Y-23§!;;;;;;;;;;;;;x
imp_stab_neg_22;Imperial Stability: §Y-22§!;;;;;;;;;;;;;x
imp_stab_neg_21;Imperial Stability: §Y-21§!;;;;;;;;;;;;;x
imp_stab_neg_20;Imperial Stability: §Y-20§!;;;;;;;;;;;;;x
imp_stab_neg_19;Imperial Stability: §Y-19§!;;;;;;;;;;;;;x
imp_stab_neg_18;Imperial Stability: §Y-18§!;;;;;;;;;;;;;x
imp_stab_neg_17;Imperial Stability: §Y-17§!;;;;;;;;;;;;;x
imp_stab_neg_16;Imperial Stability: §Y-16§!;;;;;;;;;;;;;x
imp_stab_neg_15;Imperial Stability: §Y-15§!;;;;;;;;;;;;;x
imp_stab_neg_14;Imperial Stability: §Y-14§!;;;;;;;;;;;;;x
imp_stab_neg_13;Imperial Stability: §Y-13§!;;;;;;;;;;;;;x
imp_stab_neg_12;Imperial Stability: §Y-12§!;;;;;;;;;;;;;x
imp_stab_neg_11;Imperial Stability: §Y-11§!;;;;;;;;;;;;;x
imp_stab_neg_10;Imperial Stability: §Y-10§!;;;;;;;;;;;;;x
imp_stab_neg_9;Imperial Stability: §Y-9§!;;;;;;;;;;;;;x
imp_stab_neg_8;Imperial Stability: §Y-8§!;;;;;;;;;;;;;x
imp_stab_neg_7;Imperial Stability: §Y-7§!;;;;;;;;;;;;;x
imp_stab_neg_6;Imperial Stability: §Y-6§!;;;;;;;;;;;;;x
imp_stab_neg_5;Imperial Stability: §Y-5§!;;;;;;;;;;;;;x
imp_stab_neg_4;Imperial Stability: §Y-4§!;;;;;;;;;;;;;x
imp_stab_neg_3;Imperial Stability: §Y-3§!;;;;;;;;;;;;;x
imp_stab_neg_2;Imperial Stability: §Y-2§!;;;;;;;;;;;;;x
imp_stab_neg_1;Imperial Stability: §Y-1§!;;;;;;;;;;;;;x
imp_stab_0;Imperial Stability: §Y0§!;;;;;;;;;;;;;x
imp_stab_1;Imperial Stability: §Y1§!;;;;;;;;;;;;;x
imp_stab_2;Imperial Stability: §Y2§!;;;;;;;;;;;;;x
imp_stab_3;Imperial Stability: §Y3§!;;;;;;;;;;;;;x
imp_stab_4;Imperial Stability: §Y4§!;;;;;;;;;;;;;x
imp_stab_5;Imperial Stability: §Y5§!;;;;;;;;;;;;;x
imp_stab_6;Imperial Stability: §Y6§!;;;;;;;;;;;;;x
imp_stab_7;Imperial Stability: §Y7§!;;;;;;;;;;;;;x
imp_stab_8;Imperial Stability: §Y8§!;;;;;;;;;;;;;x
imp_stab_9;Imperial Stability: §Y9§!;;;;;;;;;;;;;x
imp_stab_10;Imperial Stability: §Y10§!;;;;;;;;;;;;;x
imp_stab_11;Imperial Stability: §Y11§!;;;;;;;;;;;;;x
imp_stab_12;Imperial Stability: §Y12§!;;;;;;;;;;;;;x
imp_stab_13;Imperial Stability: §Y13§!;;;;;;;;;;;;;x
imp_stab_14;Imperial Stability: §Y14§!;;;;;;;;;;;;;x
imp_stab_15;Imperial Stability: §Y15§!;;;;;;;;;;;;;x
imp_stab_16;Imperial Stability: §Y16§!;;;;;;;;;;;;;x
imp_stab_17;Imperial Stability: §Y17§!;;;;;;;;;;;;;x
imp_stab_18;Imperial Stability: §Y18§!;;;;;;;;;;;;;x
imp_stab_19;Imperial Stability: §Y19§!;;;;;;;;;;;;;x
imp_stab_20;Imperial Stability: §Y20§!;;;;;;;;;;;;;x
imp_stab_21;Imperial Stability: §Y21§!;;;;;;;;;;;;;x
imp_stab_22;Imperial Stability: §Y22§!;;;;;;;;;;;;;x
imp_stab_23;Imperial Stability: §Y23§!;;;;;;;;;;;;;x
imp_stab_24;Imperial Stability: §Y24§!;;;;;;;;;;;;;x
imp_stab_25;Imperial Stability: §Y25§!;;;;;;;;;;;;;x
imp_stab_26;Imperial Stability: §Y26§!;;;;;;;;;;;;;x
imp_stab_27;Imperial Stability: §Y27§!;;;;;;;;;;;;;x
imp_stab_28;Imperial Stability: §Y28§!;;;;;;;;;;;;;x
imp_stab_29;Imperial Stability: §Y29§!;;;;;;;;;;;;;x
imp_stab_30;Imperial Stability: §Y30§!;;;;;;;;;;;;;x
imp_stab_31;Imperial Stability: §Y31§!;;;;;;;;;;;;;x
imp_stab_32;Imperial Stability: §Y32§!;;;;;;;;;;;;;x
imp_stab_33;Imperial Stability: §Y33§!;;;;;;;;;;;;;x
imp_stab_34;Imperial Stability: §Y34§!;;;;;;;;;;;;;x
imp_stab_35;Imperial Stability: §Y35§!;;;;;;;;;;;;;x
imp_stab_36;Imperial Stability: §Y36§!;;;;;;;;;;;;;x
imp_stab_37;Imperial Stability: §Y37§!;;;;;;;;;;;;;x
imp_stab_38;Imperial Stability: §Y38§!;;;;;;;;;;;;;x
imp_stab_39;Imperial Stability: §Y39§!;;;;;;;;;;;;;x
imp_stab_40;Imperial Stability: §Y40§!;;;;;;;;;;;;;x
imp_stab_41;Imperial Stability: §Y41§!;;;;;;;;;;;;;x
imp_stab_42;Imperial Stability: §Y42§!;;;;;;;;;;;;;x
imp_stab_43;Imperial Stability: §Y43§!;;;;;;;;;;;;;x
imp_stab_44;Imperial Stability: §Y44§!;;;;;;;;;;;;;x
imp_stab_45;Imperial Stability: §Y45§!;;;;;;;;;;;;;x
imp_stab_46;Imperial Stability: §Y46§!;;;;;;;;;;;;;x
imp_stab_47;Imperial Stability: §Y47§!;;;;;;;;;;;;;x
imp_stab_48;Imperial Stability: §Y48§!;;;;;;;;;;;;;x
imp_stab_49;Imperial Stability: §Y49§!;;;;;;;;;;;;;x
imp_stab_50;Imperial Stability: §Y50§!;;;;;;;;;;;;;x
PROVINCIAL_REBELLION;[Root.Holder.GetOnlyDynastyName] Rebellion;;;;;;;;;;;;;x
tamriel_government;Imperial Governance;;;;;;;;;;;;;x
tamriel_government_desc;The Empire of Tamriel is governed in a fashion very similar to the feudal government. However, the strain of running such a large and diverse empire has its challenges, and the ultimate fate of the Empire is heavily influence by Imperial Stability.;;;;;;;;;;;;;x
title_elder_councillor;Elder Councillor;;;;;;;;;;;;;x
title_elder_councillor_kvatch;Elder Councillor of Kvatch;;;;;;;;;;;;;x
title_elder_councillor_anvil;Elder Councillor of Anvil;;;;;;;;;;;;;x
title_elder_councillor_bravil;Elder Councillor of Bravil;;;;;;;;;;;;;x
title_elder_councillor_bruma;Elder Councillor of Bruma;;;;;;;;;;;;;x
title_elder_councillor_cheydinhal;Elder Councillor of Cheydinhal;;;;;;;;;;;;;x
title_elder_councillor_chorrol;Elder Councillor of Chorrol;;;;;;;;;;;;;x
title_elder_councillor_leyawiin;Elder Councillor of Leyawiin;;;;;;;;;;;;;x
title_elder_councillor_skingrad;Elder Councillor of Skingrad;;;;;;;;;;;;;x
title_elder_councillor_haafingar;Elder Councillor of Solitude;;;;;;;;;;;;;x
title_elder_councillor_hjaalmarch;Elder Councillor of Morthal;;;;;;;;;;;;;x
title_elder_councillor_thepale;Elder Councillor of Dawnstar;;;;;;;;;;;;;x
title_elder_councillor_winterhold;Elder Councillor of Winterhold;;;;;;;;;;;;;x
title_elder_councillor_eastmarch;Elder Councillor of Windhelm;;;;;;;;;;;;;x
title_elder_councillor_therift;Elder Councillor of Riften;;;;;;;;;;;;;x
title_elder_councillor_whiterun;Elder Councillor of Whiterun;;;;;;;;;;;;;x
title_elder_councillor_falkreath;Elder Councillor of Falkreath;;;;;;;;;;;;;x
title_elder_councillor_markarth;Elder Councillor of Markarth;;;;;;;;;;;;;x
title_elder_councillor_morrowind;Elder Councillor of Morrowind;;;;;;;;;;;;;x
title_elder_councillor_skyrim;Elder Councillor of Skyrim;;;;;;;;;;;;;x
title_elder_councillor_cyrodiil;Elder Councillor of Cyrodiil;;;;;;;;;;;;;x
title_elder_councillor_highrock;Elder Councillor of High Rock;;;;;;;;;;;;;x
title_elder_councillor_hammerfell;Elder Councillor of Hammerfell;;;;;;;;;;;;;x
title_elder_councillor_elsweyr;Elder Councillor of Elsweyr;;;;;;;;;;;;;x
title_elder_councillor_mane;Mane on the Elder Council;;;;;;;;;;;;;x
title_elder_councillor_argonia;Elder Councillor of Argonia;;;;;;;;;;;;;x
title_elder_councillor_vvardenfell;Elder Councillor of Vvardenfell;;;;;;;;;;;;;x
title_elder_councillor_yokuda;Elder Councillor of Yokuda;;;;;;;;;;;;;x
title_elder_councillor_valenwood;Elder Councillor of Valenwood;;;;;;;;;;;;;x
title_elder_councillor_pyandonea;Elder Councillor of Pyandonea;;;;;;;;;;;;;x
title_elder_councillor_summerset;Elder Councillor of Summerset;;;;;;;;;;;;;x
title_elder_councillor_islands;Elder Councillor of The Islands;;;;;;;;;;;;;x
title_elder_councillor_religious_head;Elder Councillor of [Root.Religion.GetName];;;;;;;;;;;;;x
title_high_chancellor;High Chancellor;;;;;;;;;;;;;x
title_high_chancellor;The High Chancellor of the Elder Council is one of the most powerful figures in the Empire.;;;;;;;;;;;;;x
organise_imperial_watch;Organise the Imperial City Watch;;;;;;;;;;;;;x
organise_imperial_watch_desc;The Imperial City Watch has its origins in the old Legions of the Alessian Empire when elder Legionnaires close to retirement were deployed to permanently garrison the Imperial City. During that time, and since, they served more as Watchmen and enforcers of the law than as a military force. We can however, during times of need, reform the City Watch into an adhoc army and use them to take the fight from the streets of the glorious heart of Tamriel to our enemy's own gates.;;;;;;;;;;;;;x
confederacy_elective;Confederacy Elective;;;;;;;;;;;;;x
confederacy_elective_desc;All counts and above are given a vote to elect the next ruler of the confederacy from among any landed characters within the realm and the firstborn of the current ruler. Preference is given to electors of higher ranks who are of the same culture and religion as the realm.;;;;;;;;;;;;;x
succ_confederacy_elective;Confederacy Elective;;;;;;;;;;;;;x
succ_confederacy_elective_desc;All counts and above are given a vote to elect the next ruler of the confederacy from among any landed characters within the realm and the firstborn of the current ruler. Preference is given to electors of higher ranks who are of the same culture and religion as the realm.;;;;;;;;;;;;;x
imperial_commune_elective;Imperial Commune Elective;;;;;;;;;;;;;x
imperial_commune_elective_desc;The current ruler of the Commune, all members of the liege council, and all members of the Elder Council are given the ability to nominate and vote for a successor among themselves, as well as legitimate siblings and children of the current ruler. Electors in the Commune favor same-culture, same-religion candidates with exceptional leadership skills, preferring those who have the capacity to guide the realm through the challenges of Interregnum Cyrodiil.;;;;;;;;;;;;;x
succ_imperial_commune_elective;Imperial Commune Elective;;;;;;;;;;;;;x
succ_imperial_commune_elective_desc;The current ruler of the Commune, all members of the liege council, and all members of the Elder Council are given the ability to nominate and vote for a successor among themselves, as well as legitimate siblings and children of the current ruler. Electors in the Commune favor same-culture, same-religion candidates with exceptional leadership skills, preferring those who have the capacity to guide the realm through the challenges of Interregnum Cyrodiil. The ruler of the Commune's vote counts as §YFive§! votes. The High Chancellor of the Elder Council's vote counts as §YThree§! votes.;;;;;;;;;;;;;x
feudal_confirmation;Confirmation;;;;;;;;;;;;;x
feudal_confirmation_desc;The current ruler, their spouse, all consorts, parents, siblings, and children, plus council members and the most powerful vassals in the ruler's personal realm, coordinate together to select an acceptable heir from among the ruler's close relatives. Legitimate children, particularly the eldest, are heavily favored. In the absence of a proper direct heir, the spouse of the current ruler may be selected instead. Only adults are involved in the election process. The ruler's vote counts as §YFive§! votes. All other characters' votes count for §YOne§! vote each.;;;;;;;;;;;;;x
succ_feudal_confirmation;Confirmation;;;;;;;;;;;;;x
succ_feudal_confirmation_desc;The current ruler, their spouse, all consorts and close relatives, plus council members and the most powerful vassals in the ruler's personal realm, coordinate together to select an acceptable heir from among the ruler's close relatives. Legitimate children are heavily favored. In the absence of a proper direct heir, the spouse of the current ruler may be selected instead. Only adults are involved in the election process. The ruler's vote counts as §YFive§! votes. All other characters' votes count for §YOne§! vote each.;;;;;;;;;;;;;x
elder_council_elective;Imperial Succession;;;;;;;;;;;;;x
elder_council_elective_desc;The current Emperor or Empress, all close relatives who are direct vassals or courtiers, all spouses and consorts, along with personal council members and the members of the Elder Council, coordinate together to select an acceptable heir from among the ruler's close relatives. Legitimate children are heavily favored. In the absence of a proper direct heir, the spouse of the current ruler may be selected instead. Only adults are involved in the election process. The Emperor or Empress regnant's vote counts as §YTen§! votes. The High Chancellor of the Elder Council's vote counts as §YFive§! votes. All other characters' votes count for §YOne§! vote each.;;;;;;;;;;;;;x
succ_elder_council_elective;Imperial Succession;;;;;;;;;;;;;x
succ_elder_council_elective_desc;The current Emperor or Empress, all close relatives who are direct vassals or courtiers, all spouses and consorts, along with personal council members and the members of the Elder Council, coordinate together to select an acceptable heir from among the ruler's close relatives. Legitimate children are heavily favored. In the absence of a proper direct heir, the spouse of the current ruler may be selected instead. Only adults are involved in the election process. The Emperor or Empress regnant's vote counts as §YTen§! votes. The High Chancellor of the Elder Council's vote counts as §YFive§! votes. All other characters' votes count for §YOne§! vote each.;;;;;;;;;;;;;x
imperial_province_assignment;Imperial Assignment;;;;;;;;;;;;;x
imperial_province_assignment_desc;The current [GetRubyThroneTitle], their spouse, personal council, and all members of the Elder Council coordinate ;;;;;;;;;;;;;x
succ_imperial_province_assignment;Imperial Assignment;;;;;;;;;;;;;x
succ_imperial_province_assignment_desc;The current [GetRubyThroneTitle], their spouse, personal council, and all members of the Elder Council coordinate ;;;;;;;;;;;;;x
